BlockID,Process
blk_5390470996100790909,"I1, I2, I1, I1, I4, I3, I5, I4, I3, I4, I3, I5, I5"
blk_-2190512272043498903,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_-1725491402218953221,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_372699085297363557,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_2863914352112107884,"I1, I1, I2, I1, I4, I3, I3, I5, I4, I4, I3, I5, I5"
blk_3977831162748550501,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I4, I5, I3, I5"
blk_-5387668155856103904,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-4357157984406003354,"I1, I1, I2, I1, I5, I3, I4, I5, I3, I4, I3, I4, I5"
blk_-19167059218715519,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I4, I3, I5"
blk_-942010819654755595,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-2329982107536894279,"I2, I1, I1, I16"
blk_-9216489542369481859,"I1, I1, I2, I1, I4, I5, I5, I5, I4, I3, I4, I3, I3"
blk_8940384995398709447,"I1, I1, I2, I1, I4, I3, I5, I5, I3, I4, I5, I3, I4"
blk_7266742497146445144,"I1, I1, I2, I1, I3, I4, I5, I5, I4, I3, I5, I4, I3"
blk_8132604984526283773,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I4, I5, I3"
blk_-7294890506221792849,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I4, I3, I5, I5"
blk_-6597286605518523090,"I1, I2"
blk_-7760288519722078229,"I1, I1, I2, I1, I4, I4, I3, I3, I4, I3, I5, I5, I5"
blk_972907535268394185,"I1, I1, I2, I1, I3, I4, I4, I4, I3, I3, I5, I5, I5"
blk_8579772514066084213,"I1, I1, I2, I1, I4, I4, I3, I3, I4, I3, I5, I5, I5"
blk_6959765362017153233,"I1, I2, I1, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5"
blk_-5618305348551040050,"I1, I1, I2, I1, I4, I4, I3, I3, I4, I3, I5, I5, I5"
blk_3725603925078505049,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-4653608826027025456,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I3, I4, I5"
blk_-1430351547442238393,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_-3792648568079427881,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3"
blk_-5081496871757629580,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I5, I3, I4"
blk_-1053896009279400364,"I1, I1, I1, I2, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_6169981270706768509,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_841664751686960397,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-7769966723412899303,"I1, I2, I1, I1, I3, I3, I4, I4, I4, I3, I5, I5, I5"
blk_8595366454171037971,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_-7390789390197366124,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I3, I4, I5, I5"
blk_4071689566956651712,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
blk_3911171838243046310,"I1, I2, I1, I1, I4, I3, I4, I3, I4, I5, I3, I5, I5, I13"
blk_-6523133463835567617,"I1, I2, I1, I1, I3, I4, I4, I3, I4, I3, I5, I5, I5"
blk_-146314912100507566,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I5, I4, I3, I3"
blk_4031704144421663487,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_6359488958148476127,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I4, I3, I5"
blk_4454804342084323623,"I1, I1, I2, I1, I4, I3, I3, I4, I3, I4, I5, I5, I5, I13"
blk_9148475545901673453,"I1, I1, I1, I2, I3, I4, I5, I3, I4, I5, I5, I3, I4"
blk_3592965669645446387,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_-4337297219658203234,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-8683690970024379841,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_-5833417953353154148,"I1, I2, I1, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5, I13"
blk_8013056805162205802,"I1, I2, I1, I1, I4, I3, I3, I5, I5, I5, I4, I3, I4"
blk_-3815649359753605488,"I1, I1, I2, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5"
blk_7978995927312066091,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I5, I4, I5, I3"
blk_7268107077181724671,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_-1145488730889487040,"I1, I1, I1, I2, I3, I4, I5, I4, I3, I5, I4, I3, I5"
blk_2456340393296906770,"I1, I1, I1, I2, I4, I3, I5, I5, I5, I4, I4, I3, I3"
blk_-7775229444653725389,"I1, I1, I2, I1, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_-1780335128146178885,"I1, I1, I1, I2, I4, I4, I3, I3, I5, I5, I5, I4, I3, I13"
blk_7562532591351574457,"I1, I2, I1, I1, I3, I4, I5, I4, I3, I5, I5, I4, I3"
blk_-8252621603812544877,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5, I13"
blk_4544583779834435971,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_8528642966277767480,"I1, I1, I2, I16"
blk_-8269466909939816096,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_-8133241963025688591,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I4, I3, I5, I5"
blk_-4936976552220975639,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I5, I3, I4"
blk_5826442425462812609,"I1, I2, I1, I1, I4, I4, I3, I4, I3, I5, I5, I3, I5"
blk_-8164640992167524938,"I1, I1, I1, I2, I3, I4, I4, I4, I5, I3, I5, I5, I3, I13"
blk_3829123746182209655,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4"
blk_7718650590798040279,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4"
blk_6781205469684978255,"I1, I1, I1, I2, I5, I4, I3, I4, I3, I5, I5, I4, I3, I13"
blk_6552709802237616213,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I5, I3, I4"
blk_7362798791438068254,"I1, I1, I2, I1, I4, I3, I5, I5, I3, I4, I4, I3, I5"
blk_3939039634879342051,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_2779176847220201399,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_-4971690737397917950,"I1, I1, I1, I2, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_396907953977961931,"I1, I1, I2, I1, I4, I4, I3, I5, I5, I5, I3, I4, I3"
blk_5209905099437312576,"I1, I1, I2, I1, I3, I4, I5, I4, I3, I4, I5, I5, I3"
blk_-3059040317450601376,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I4, I3, I5, I3"
blk_8878646769066679946,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_4619403591595930720,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I4, I3, I5, I5"
blk_-509038262446900675,"I1, I1, I2, I1, I3, I3, I4, I4, I5, I5, I5, I3, I4"
blk_-5804446734656687521,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
blk_-5795702664110991744,"I2, I1, I1, I1, I3, I3, I4, I4, I3, I4, I5, I5, I5, W4"
blk_-4089895969333199478,"I1, I1, I2, I1, I4, I3, I5, I3, I4, I3, I4, I5, I5"
blk_6002564302814326650,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-2900615603981082463,"I1, I1, I2, I1, I3, I4, I3, I5, I5, I3, I4, I4, I5"
blk_6970979079452090178,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_-8759073306926815271,"I1, I1, I1, I2, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_8472535508803912676,"I1, I1, I2, I1, I4, I3, I4, I3, I4, I3, I5, I5, I5"
blk_493913424142633871,"I1, I1, I2, I1, I4, I4, I3, I5, I5, I3, I4, I3, I5, I13"
blk_-8652879612589008348,"I1, I1, I2, I1, I3, I4, I4, I5, I5, I3, I4, I3, I5"
blk_4435740138344673695,"I1, I1, I2, I16"
blk_8905232818450242400,"I2, I1, I1, I1, I3, I4, I5, I5, I4, I3, I5, I3, I4"
blk_9052568679748269605,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_-3826839710179062222,"I1, I1, I2, I1, I4, I4, I3, I3, I5, I3, I4, I5, I5"
blk_3230348190060475989,"I1, I1, I2, I1, I5, I3, I4, I3, I4, I5, I5, I3, I4"
blk_7156829085454298063,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I4, I3, I5, I5"
blk_-4214322371318397351,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_4185047777418044521,"I1, I1, I1, I2, I3, I4, I5, I5, I5, I4, I4, I3, I3"
blk_7191815724807597757,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_9123159012381182090,"I2, I1, I1, I1, I3, I4, I4, I4, I3, I3, I5, I5, I5"
blk_-4050177650122579651,"I1, I1, I2, I1, I4, I3, I4, I4, I5, I3, I3, I5, I5"
blk_-6074863486993714524,"I1, I1, I2, I1, I3, I4, I3, I4, I3, I5, I5, I4, I5"
blk_-7747256375451576080,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_-8471547640708826552,"I1, I2, I1, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5, I13"
blk_-586106670307474163,"I2, I1, I1, I1, I4, I3, I4, I4, I3, I3, I5, I5, I5"
blk_-7285738815754193723,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I4, I3, I5, I5"
blk_-7668774178123560146,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_-3073914989407445066,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I3, I4, I5, I13"
blk_6296804785923090441,"I1, I2, I1, I1, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_-8263678168706842625,"I1, I2, I1, I1, I3, I4, I5, I3, I4, I5, I5, I4, I3"
blk_-2480612019307236259,"I1, I1, I2, I16"
blk_6730644247155252403,"I1, I2"
blk_4427298724227997791,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_-2612524543320881030,"I1, I2, I1, I1, I5, I4, I3, I3, I4, I5, I4, I3, I5"
blk_-4010940457543197509,"I1, I2"
blk_6260409554759194997,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_4135062848623799498,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_-4680330329471745922,"I1, I2, I1, I1, I4, I3, I5, I3, I4, I3, I4, I5, I5"
blk_6698164131712969835,"I1, I1, I1, I2, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_5821344169343581408,"I1, I2"
blk_8547066074902573702,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I5, I3, I4"
blk_-3418046387710708655,"I1, I1, I2, I1, I4, I3, I4, I5, I5, I3, I4, I3, I5"
blk_6292526292630921984,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I4, I3, I5"
blk_3548522104895406895,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-7218963889251948867,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_3099726179121485857,"I1, I2, I1, I1, I3, I4, I4, I5, I5, I5, I3, I3, I4"
blk_5677221456014696519,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I3, I4, I3, I4"
blk_-8637544103615183701,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_-5959553637002395668,"I1, I1, I1, I2, I3, I4, I3, I4, I5, I5, I3, I4, I5, I13"
blk_6822170303403551773,"I1, I2, I1, I1, I5, I3, I4, I3, I4, I5, I5, I4, I3"
blk_2731496179221907895,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_-5338847019937937620,"I1, I1, I1, I2, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_7977920548037481288,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_8181458032795878046,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_8449993011615201897,"I1, I2, I1, I1, I4, I4, I3, I3, I5, I4, I3, I5, I5"
blk_4202727092894096707,"I1, I1, I2, I1, I4, I3, I4, I3, I4, I5, I5, I3, I5"
blk_-7960714832491298069,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I5, I3, I4, I13"
blk_-2720838215279663800,"I1, I1, I2, I1, I4, I4, I3, I3, I4, I5, I3, I5, I5"
blk_4266406262272378011,"I1, I2"
blk_-6532498575799212978,"I2, I1, I1, I1, I4, I3, I5, I4, I3, I4, I3, I5, I5, I13, I13"
blk_-1243660561514232076,"I1, I1, I1, I2, I3, I4, I5, I5, I5, I4, I3, I3, I4"
blk_4556043530492365800,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I3, I4, I5, I5"
blk_6497900075877879744,"I1, I2, I1, I1, I4, I3, I3, I5, I5, I4, I4, I3, I5"
blk_2086870098362426347,"I1, I1, I1, I2, I4, I3, I4, I5, I3, I5, I4, I5, I3"
blk_-89368882035565179,"I1, I1, I2, I1, I4, I3, I5, I5, I4, I4, I3, I5, I3"
blk_-3173654138709649673,"I1, I2, I1, I1, I4, I3, I4, I5, I3, I5, I3, I4, I5"
blk_2647938615671983661,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-3740704827416240110,"I1, I1, I1, I2, I3, I4, I5, I5, I3, I4, I5, I4, I3"
blk_-5148396162201037038,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I5, I4, I3"
blk_6106881391831913634,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_2123968602440422639,"I1, I1, I2, I1, I4, I3, I5, I3, I5, I5, I4, I4, I3"
blk_-9208327451247783480,"I1, I1, I2, I1, I3, I4, I4, I3, I3, I4, I5, I5, I5, I10"
blk_-381673096825602722,"I2, I1, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_7896968619637127617,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_-874189156280988861,"I2, I1"
blk_1786359006667612429,"I1, I1, I2, I1, I4, I3, I5, I4, I3, I5, I3, I4, I5"
blk_-640668962798276774,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-8726965835449370694,"I1, I2, I1, I1, I3, I4, I5, I4, I3, I5, I3, I4, I5"
blk_8912668963682116595,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I5, I4, I3"
blk_-4436772804802587855,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_-6425989644016601925,"I1, I1, I1, I2, I3, I4, I5, I5, I4, I3, I4, I3, I5"
blk_-679313403260181726,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5, I13"
blk_5731772419055787794,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I3, I3, I4, I5"
blk_-8596107355068922346,"I1, I1, I2, I1, I4, I3, I5, I5, I3, I4, I4, I5, I3"
blk_-2735409763413811688,"I1, I2, I1, I1, I5, I3, I4, I3, I4, I5, I5, I4, I3, I13"
blk_-3710164619790209459,"I1, I1, I2, I1, I4, I4, I3, I3, I5, I5, I3, I4, I5, I13"
blk_6407144770761605867,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5, I13"
blk_-1451481311580921986,"I1, I1, I2, I1, I4, I3, I4, I4, I3, I5, I3, I5, I5"
blk_6634018825896062388,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_7187494225407759370,"I1, I1, I2, I1, I4, I3, I4, I5, I3, I4, I5, I3, I5"
blk_3508454078898052917,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13"
blk_5985883200755793664,"I2, I1, I1, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_1881602594924530518,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4, I13, W4"
blk_-4335785285022048516,"I1, I1, I1, I2, I4, I3, I5, I5, I3, I4, I3, I4, I5"
blk_-1811970156244016653,"I1, I1, I1, I2, I3, I4, I4, I3, I4, I5, I5, I5, I3"
blk_4978412118960638986,"I1, I1, I1, I2, I3, I4, I4, I3, I5, I4, I3, I5, I5"
blk_-2246336076393751614,"I1, I1, I2, I1, I4, I4, I3, I3, I3, I4, I5, I5, I5"
blk_8718648360397246704,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I3, I4, I5"
blk_-1050235650127281307,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_7963720270193160606,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-2318021929365237600,"I1, I2, I1, I1, I4, I3, I3, I5, I5, I4, I3, I5, I4"
blk_-2422951949694601997,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I3, I4, I4, I3"
blk_911971757547421894,"I1, I1, I2, I1, I4, I3, I4, I5, I3, I3, I4, I5, I5"
blk_-8733976120978939593,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I4, I3, I5"
blk_6364777230443283084,"I1, I1, I2, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5"
blk_-4835073108875476328,"I1, I1, I2, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-3044537589326630031,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-8268091553467880699,"I1, I1, I1, I2, I4, I3, I3, I4, I4, I3, I5, I5, I5"
blk_-236400377661057844,"I1, I1, I1, I2, I5, I3, I4, I3, I4, I5, I5, I3, I4"
blk_-4733376966732011072,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_697746056228975889,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_-4133465173094477499,"I1, I1, I1, I2, I3, I4, I4, I3, I5, I3, I4, I5, I5"
blk_-1304731251284386241,"I2, I1, I1, I1, I5, I4, I3, I4, I5, I5, I4, I3, I3"
blk_1992098136543467075,"I1, I1, I1, I2, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_1921520351321351938,"I1, I2, I1, I1, I4, I5, I4, I3, I3, I4, I3, I5, I5"
blk_2104230677063907804,"I1, I1, I2, I1, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_7534277250802968124,"I1, I1, I1, I2, I3, I4, I4, I3, I4, I3, I5, I5, I5"
blk_-5318209683749331545,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_7715556282666767632,"I2, I1, I1, I1, I4, I3, I3, I4, I3, I4, I5, I5, I5"
blk_7070992271084999091,"I1, I1, I1, I2, I5, I3, I4, I5, I3, I4, I3, I4, I5"
blk_-2474099908250945988,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_-1805948791291213078,"I1, I2, I1, I1, I4, I4, I3, I3, I5, I4, I3, I5, I5"
blk_-3843432591357424096,"I1, I1, I1, I2, I4, I4, I3, I3, I4, I3, I5, I5, I5"
blk_-5308477928207763845,"I1, I2, I1, I1, I3, I4, I4, I5, I5, I3, I4, I3, I5"
blk_4909084395190032091,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3, W4"
blk_5265536006087212647,"I1, I1, I2, I1, I5, I5, I4, I3, I3, I4, I4, I3, I5"
blk_7191110655033817211,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_5069399028560356429,"I1, I1, I1, I2, I4, I3, I5, I4, I3, I4, I3, I5, I5"
blk_4478084907127555582,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I3, I4, I5, I4"
blk_-1439385102651446890,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_-4863553764608237663,"I1, I2, I1, I1, I4, I5, I5, I5, I4, I3, I3, I3, I4"
blk_-7679330195548464208,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_-8655954963011766782,"I1, I2, I1, I1, I3, I4, I3, I4, I4, I3, I5, I5, I5"
blk_-5837899969212213295,"I1, I2, I1, I1, I4, I3, I5, I3, I4, I3, I4, I5, I5"
blk_8179706889169536480,"I2, I1, I1, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_3698964505579768124,"I1, I1, I2, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_5441637196141143679,"I1, I2, I1, I1, I3, I5, I5, I4, I4, I3, I3, I4, I5"
blk_-2353664251163207217,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_-2259479551034521035,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I3, I4, I5"
blk_-8801895187572877540,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_5041887162903792335,"I1, I1, I2, I1, I4, I5, I5, I5, I3, I3, I4, I3, I4"
blk_-3047604913414231468,"I1, I1, I2, I1, I4, I3, I5, I4, I3, I5, I4, I3, I5"
blk_413391104510449787,"I1, I1, I1, I2, I4, I3, I4, I5, I3, I5, I4, I3, I5"
blk_-1376810077395190919,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I5, I4, I3, I5"
blk_-6308847532069226147,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I3, I4, I5"
blk_1082222870859231353,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_-7216159535937345278,"I1, I2, I1, I16"
blk_8675251051163991631,"I1, I1, I1, I2, I3, I4, I3, I4, I5, I5, I5, I3, I4, I13"
blk_1462062290002109376,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I4, I3, I3, I5, I13"
blk_7536181902082644443,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I5, I3, I4, I5"
blk_3740051820025266482,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I5, I4, I3, I3"
blk_3580542476965814373,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I5, I3, I4, I5"
blk_7670301850802517163,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-6514604296488608650,"I1, I2, I1, I1, I4, I3, I5, I3, I4, I5, I3, I4, I5"
blk_-4964346573026882789,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_6642117680945522687,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_5299315741106073140,"I1, I2, I1, I1, I3, I3, I4, I4, I5, I5, I3, I4, I5"
blk_4525712050267210809,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I5, I5, I4, I5"
blk_-8162772572683024146,"I1, I2, I1, I1, I3, I4, I4, I3, I4, I5, I5, I3, I5"
blk_6044520622108269834,"I2, I1, I1, I1, I3, I4, I4, I3, I4, I3, I5, I5, I5"
blk_4211226632531259894,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_-1453268582181101738,"I1, I1, I1, I2, I4, I3, I4, I3, I4, I5, I5, I5, I3"
blk_2061742642860836142,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I4, I3, I5, I5"
blk_8917888560196531723,"I1, I2, I1, I1, I4, I3, I3, I4, I5, I5, I3, I4, I5"
blk_3486446125423656109,"I1, I1, I1, I2, I4, I3, I4, I3, I5, I3, I4, I5, I5"
blk_-7212833529875609776,"I1, I2, I1, I16"
blk_-164506744000710281,"I1, I1, I1, I2, I3, I4, I4, I3, I5, I5, I3, I4, I5"
blk_-7182819577211345307,"I1, I2, I1, I1, I5, I4, I3, I4, I5, I5, I4, I3, I3"
blk_3103923198293215132,"I1, I2, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_2294740550038511177,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5"
blk_3915912006685476002,"I1, I1, I2, I1, I4, I5, I4, I3, I4, I3, I3, I5, I5"
blk_-594585616813739608,"I1, I2, I1, I1, I4, I3, I4, I3, I3, I4, I5, I5, I5"
blk_-238862157330400304,"I1, I1, I1, I2, I3, I4, I4, I5, I5, I5, I3, I3, I4"
blk_6174844922073056775,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I5, I3, I4"
blk_-2482109009553785819,"I1, I2, I1, I1, I3, I4, I4, I3, I4, I5, I3, I5, I5"
blk_8842112687350724069,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_3050543502653214724,"I1, I2, I1, I1, I4, I3, I3, I4, I4, I3, I5, I5, I5"
blk_-9154908195218287159,"I1, I2, I1, I1, I5, I4, I3, I3, I5, I4, I4, I3, I5"
blk_-1682308650513192813,"I1, I1, I2, I1, I5, I3, I4, I3, I4, I5, I5, I3, I4, I13"
blk_-2795745849263880463,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I4, I5, I4, I3"
blk_8945045932207269665,"I1, I2, I1, I1, I4, I3, I4, I3, I4, I3, I5, I5, I5"
blk_-5523090839948983432,"I1, I1, I2, I1, I3, I4, I4, I5, I5, I3, I5, I3, I4"
blk_9168400433236277317,"I1, I1, I1, I2, I4, I5, I4, I3, I3, I4, I3, I5, I5"
blk_-5300858385345573638,"I1, I1, I2, I1, I3, I4, I5, I5, I4, I3, I3, I4, I5"
blk_-3118061979397717029,"I1, I1, I1, I2, I4, I3, I5, I5, I3, I4, I3, I4, I5"
blk_4511343549201618720,"I2, I1, I1, I1, I4, I4, I3, I3, I5, I5, I4, I3, I5"
blk_9106395595480339043,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I5, I3, I4, I5"
blk_-3200920253816412043,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I4, I3, I5, I5"
blk_-2183323979417068825,"I1, I2, I1, I1, I3, I4, I3, I4, I3, I4, I5, I5, I5, I13"
blk_3240636081772239458,"I1, I1, I1, I2, I3, I4, I3, I4, I3, I4, I5, I5, I5, I13"
blk_4841058624397174859,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I3, I4, I5"
blk_2287848401391650818,"I1, I1, I2, I1, I4, I3, I5, I5, I4, I4, I3, I3, I5"
blk_6059907857221238174,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_2968622533339414768,"I1, I1, I1, I2, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_-1506493751279902060,"I1, I1, I1, I2, I3, I4, I4, I3, I5, I5, I5, I4, I3, I13"
blk_-5773234432349454139,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
